curr_epoch,train_acc,train_loss,val_acc,val_loss,bleu4
0,71.23001476988422,2.6610638408345255,74.40008090755963,2.4239341763181566,0.20619699731351443
1,76.10201321282553,2.28674987424803,75.55929094288693,2.346279624916971,0.2147089744581621
2,77.85718421211476,2.1549976112303666,76.01579092370626,2.321910480047991,0.2203350894774968
3,79.13562917366255,2.060921014559225,76.19922789078875,2.318557524062319,0.2216743775357018
4,80.15634027152443,1.9851655130346706,76.1504043634284,2.3322163315720337,0.21915179950650077
5,81.04464286814152,1.9213207749992431,76.03706403205614,2.349779510020207,0.2219384247093644
6,81.8073121397608,1.865757392195703,75.7925976557732,2.376304835095547,0.22228869698159592
7,82.51547203884763,1.8170123986546014,75.64577833421099,2.399786559135344,0.2184800143017223
8,83.12456038345034,1.7722936364769186,75.52162707892323,2.4290820592393785,0.21707976890987232
9,83.71192196967924,1.7313086679944805,75.25798003117731,2.461954562472888,0.21736219170195045
10,84.2278978352696,1.6949411149718743,74.8907573575312,2.4879911119642473,0.2146292920004318
11,84.6789551939117,1.6621849162440168,74.91168172639993,2.5111939674959523,0.21421661894136101
12,85.10440546596583,1.6321865182049446,74.68779097950458,2.5445003593374196,0.2095026488635789
13,85.482814457487,1.6054184509311817,74.43879098996676,2.568250348963014,0.21052295839581303
14,85.81761595098222,1.5813695058513362,74.30661872661265,2.594418437802194,0.21061806985425852
15,86.88413647915031,1.5011082246830605,74.0788918454247,2.6401901469440863,0.20649939227708977
16,87.36358798551836,1.466207549160459,73.96066916131642,2.6758886591808384,0.2062075839766139
17,87.67541547228522,1.4434339052996816,73.77409353890363,2.7041666400658038,0.20568185413391124
18,87.94261918458906,1.424030991460097,73.55369018681974,2.7276753487141128,0.20542837723943458
19,88.1622118856301,1.4063097684558472,73.53346329691331,2.7524851862778372,0.20222090192560704
20,88.387009153879,1.39011397056907,73.2792322151583,2.77055074713576,0.200713152603327
