curr_epoch,train_acc,train_loss,val_acc,val_loss,bleu4
0,68.88723581432075,3.7797403436431263,73.79048429451747,3.3880206036431413,0.2092911910090161
1,73.62885830889137,3.4197161374763234,75.26739599716824,3.2881373744149993,0.22284895410561392
2,75.05092160874712,3.3171276560280307,75.74970269959232,3.2514723126262446,0.2258245192141747
3,75.90209931915638,3.2553326234270266,76.08972369370909,3.2260761544090046,0.2306887000610841
4,76.51851717260809,3.2106299221295456,76.22329091498777,3.2151885287903625,0.23110223163853996
5,77.03136721824814,3.1754140006520837,76.4377656958922,3.205311624059784,0.23267589955466117
6,77.42170975884068,3.1459791977718568,76.57272787509547,3.2002838204854354,0.23733572802444397
7,77.76753631186506,3.121493440485921,76.65293795575892,3.194378541973091,0.23512455895474807
8,78.06435062399373,3.098978248063326,76.69618165142094,3.1945782596078605,0.23761030266659133
9,78.33517289633858,3.080020373909657,76.71780349925196,3.194213202255862,0.23742368394854937
10,78.57061027092082,3.062164357136766,76.72163963354456,3.1936607457821307,0.23558054769837136
11,78.7933903844235,3.0460106295469473,76.68153459321283,3.2001617611465405,0.23750841339865142
12,78.98384982760255,3.0320208870788155,76.65189173731547,3.1995595198823996,0.23769935611550524
13,79.16333040563596,3.0180416676081165,76.66688753500472,3.197406873274236,0.2378891018700766
14,79.31609523187733,3.0062622493174285,76.72512702835601,3.199667612533102,0.2361956017090429
15,79.47378745902559,2.994746133380384,76.69095055920376,3.2046628692388106,0.2378031310053261
16,79.631464288046,2.983435004354762,76.60620686528543,3.207564260414462,0.23790396849516837
17,79.75491107889138,2.973845750021725,76.58807241226586,3.205894586663271,0.236663341708869
18,79.88314668749315,2.9647994333479835,76.54622367452842,3.212728722128989,0.23726632587355398
19,80.00411437975725,2.955908846445098,76.63236232637134,3.2103279795496658,0.23777962173819248
20,80.11171649706142,2.9480707568043156,76.69304299609063,3.2139450815587716,0.2372760702082277
21,80.1966987645774,2.940681966970527,76.5967908992945,3.2187525162573465,0.23672349727336117
22,80.30328460544453,2.9330421790278534,76.58911863070931,3.2207031369563905,0.23579162762681194
23,80.46308637610605,2.9202614936411804,76.5744715725012,3.224641002746463,0.23636696129852056
24,80.56688515583521,2.9128218308412266,76.49740014716807,3.223120846535482,0.23623491339431915
25,81.07999696964845,2.8724305308710973,76.54517745608499,3.228907488748761,0.2357572501577309
26,81.32876912293496,2.8536692892514077,76.59609342033221,3.2290192516098166,0.2366948673107701
27,81.45854454432012,2.8428722070667094,76.5430850191981,3.231484876318259,0.2355957783093853
28,81.59497195692958,2.834286458105486,76.54796737193415,3.236278786315166,0.23431481640255097
29,81.68577471676684,2.8259635467682545,76.47577829933705,3.239543299533856,0.23641123616376197
30,81.76673807291814,2.8194209760122932,76.45276149358145,3.248257404292531,0.23478044232774134
31,81.86263761306846,2.8126531397604615,76.51623207914992,3.2468072913746293,0.2355767582058997
32,81.87269259054408,2.81223250683574,76.51100098693273,3.245018931978902,0.23599645241180947
33,82.40770054213729,2.7681755624628828,76.49007661806401,3.249844785763436,0.23492640144964919
34,82.51079100798609,2.7591101432161182,76.40882031895713,3.2594759291553106,0.23531704051610428
35,82.63456115951598,2.7497341864715996,76.37952620254092,3.257606224580925,0.23483183003407226
36,82.74321034951286,2.741715688261865,76.30629091150038,3.2699899541733752,0.23512364883184933
37,82.82586749972592,2.735307611081807,76.40847157947599,3.263684009397091,0.23347177317069634
38,82.88716744663317,2.729467503584471,76.31047578527412,3.2694845272645328,0.23317568500754401
39,82.96629842557222,2.723814297432635,76.27106822390469,3.275716076499293,0.23288926579318206
40,83.02083859436034,2.718941959285496,76.18876570635439,3.280714787107785,0.23146679032529574
41,83.38318733855063,2.689276376611738,76.19992536975103,3.2879073782542565,0.2318362437163179
42,83.56625568036935,2.6751984752383575,76.26060603947033,3.2931667706595795,0.23333935367017508
43,83.65884462303535,2.6674661696145736,76.1573791530513,3.2990992819179477,0.23242150275270707
44,83.73588145658898,2.661288347825063,76.1075094072475,3.3036520783885677,0.2306528319358565
45,83.80819106489757,2.654696760235799,76.07786655135014,3.307001218927413,0.23064740292990088
