curr_epoch,train_acc,train_loss,val_acc,val_loss,bleu4
0,68.5206063905926,2.8219321391449164,71.42916926768196,2.590664302681207,0.17215681234686123
1,74.55741161166661,2.370165227389655,72.3620473797459,2.5315717363078005,0.17991209873143968
2,77.07331171846802,2.1894438799199083,72.00772806690219,2.552627140448151,0.18030805045728535
3,78.81393148695409,2.0644548818810047,72.00982050378906,2.566397670578766,0.17869356834254121
4,80.21088044031255,1.9642833971981213,71.45637094721131,2.6232140255433665,0.17409643102452393
5,81.48804735725011,1.8764819049039927,71.01626172200581,2.6779348256205537,0.1708448340866687
6,82.58116045218758,1.8013356137810106,70.43072813316269,2.7373133617184506,0.16784419935775302
7,83.58350158354347,1.7328532387455786,69.89506429012334,2.802624241532257,0.16710888392413298
8,84.52112438361294,1.6685491990702521,69.72313572591867,2.8426071220298734,0.1641769815319772
9,85.34809623706711,1.6107855793123529,69.48878279458896,2.8905863947899393,0.16391177957419847
10,86.13694232600423,1.5564835898990836,68.66366518219894,3.0095187784700066,0.16077426753798058
11,87.72167144829864,1.4421289124610885,68.37421141284825,3.071851792990518,0.1577008819097036
12,88.61199119966199,1.3791022952456378,67.40018204200916,3.2122386310497717,0.15181169410971398
13,89.20238621707418,1.3359456409652775,67.32590053252518,3.224208567050336,0.1510195677248391
14,89.78030875094082,1.2963496945622373,67.03261062888191,3.291466200397487,0.1479016903586095
15,90.2352002434136,1.2626350282849716,66.49276191206883,3.440319628744733,0.1497417042167755
16,90.53701894708834,1.2422779851915111,66.09659386148765,3.4749477079853883,0.146138591646148
17,91.0921368536328,1.1992077653768418,66.14506864936686,3.5116384097044304,0.14337172104458443
18,91.47478033030832,1.170562413614792,66.49555182791799,3.4959169538878645,0.14463420916584394
19,92.5599479912834,1.07995349277886,65.6631106864239,3.68276419179191,0.142762667521643
20,93.1480024932648,1.03276365709865,65.4196905285844,3.72150743432078,0.138838529338694
